Copepod_species,Copepod_order,Copepod_family,Host_species,Host_order,Host_family,Host_genus,BodyShapeI.x,Fresh,Brack,Saltwater,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LongevityWild,Length.x,LTypeMaxM,Class,BodyShapeI.y
Shiinoa inauris,Cyclopoida,Shiinoidae,Scomberomorus maculatus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,10,35,5,91,FL,Actinopteri,fusiform / normal
Shiinoa inauris,Cyclopoida,Shiinoidae,Scomberomorus regalis,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,reef-associated,oceanodromous,1,20,NA,183,TL,Actinopteri,fusiform / normal
Parashiinoa bakeri,Cyclopoida,Shiinoidae,Haemulon sciurus,Eupercaria incertae sedis,Haemulidae,Haemulon,fusiform / normal,0,0,1,reef-associated,NA,0,30,12,46,TL,Actinopteri,fusiform / normal
Shiinoa japonica,Cyclopoida,Shiinoidae,Kyphosus vaigiensis,Centrarchiformes,Kyphosidae,Kyphosus,short and / or deep,0,0,1,reef-associated,oceanodromous,0,40,NA,70,TL,Actinopteri,short and / or deep
Shiinoa prionura,Cyclopoida,Shiinoidae,Prionurus scalprum,Acanthuriformes,Acanthuridae,Prionurus,short and / or deep,0,0,1,reef-associated,NA,NA,NA,NA,50,TL,Actinopteri,short and / or deep
Parashiinoa cookeola,Cyclopoida,Shiinoidae,Cookeolus japonicus,Eupercaria incertae sedis,Priacanthidae,Cookeolus,fusiform / normal,0,0,1,reef-associated,NA,40,400,9,69,NG,Actinopteri,fusiform / normal
Anchistrotos tongyeongensis,Cyclopoida,Taeniacanthidae,Myersina filifer,Gobiiformes,Gobiidae,Myersina,elongated,0,0,1,demersal,NA,6,25,NA,13.19999981,TL,Actinopteri,elongated
Taeniacanthus dojirii,Cyclopoida,Taeniacanthidae,Cyclichthys hardenbergi,Tetraodontiformes,Diodontidae,Cyclichthys,short and / or deep,0,0,1,demersal,NA,NA,100,NA,25,SL,Actinopteri,short and / or deep
Taeniacanthus dojirii,Cyclopoida,Taeniacanthidae,Diodon holocanthus,Tetraodontiformes,Diodontidae,Diodon,short and / or deep,0,0,1,reef-associated,NA,2,200,NA,50,TL,Actinopteri,short and / or deep
Taeniacanthus dojirii,Cyclopoida,Taeniacanthidae,Diodon hystrix,Tetraodontiformes,Diodontidae,Diodon,short and / or deep,0,0,1,reef-associated,NA,2,50,NA,91,TL,Actinopteri,short and / or deep
Taeniacanthus ryukyuensis,Cyclopoida,Taeniacanthidae,Sufflamen bursa,Tetraodontiformes,Balistidae,Sufflamen,short and / or deep,0,0,1,reef-associated,NA,3,90,NA,25,TL,Actinopteri,short and / or deep
Taeniacanthus ryukyuensis,Cyclopoida,Taeniacanthidae,Rhinecanthus verrucosus,Tetraodontiformes,Balistidae,Rhinecanthus,short and / or deep,0,0,1,reef-associated,NA,1,20,NA,23,TL,Actinopteri,short and / or deep
Taeniacanthus ryukyuensis,Cyclopoida,Taeniacanthidae,Sufflamen chrysopterum,Tetraodontiformes,Balistidae,Sufflamen,short and / or deep,0,0,1,reef-associated,NA,1,30,NA,30,TL,Actinopteri,short and / or deep
Suncheonacanthus luteus,Cyclopoida,Taeniacanthidae,Odontamblyopus lacepedii,Gobiiformes,Gobiidae,Odontamblyopus,fusiform / normal,0,1,1,benthopelagic,NA,NA,NA,NA,30.29999924,SL,Actinopteri,elongated
Cepolacanthus kimi,Cyclopoida,Taeniacanthidae,Acanthocepola abbreviata,Eupercaria incertae sedis,Cepolidae,Acanthocepola,elongated,0,0,1,benthopelagic,NA,10,40,NA,30,TL,Actinopteri,elongated
Saging cebuana,Cyclopoida,Taeniacanthidae,Pseudomonacanthus macrurus,Tetraodontiformes,Monacanthidae,Pseudomonacanthus,short and / or deep,0,0,1,reef-associated,NA,1,10,NA,18,SL,Actinopteri,short and / or deep
Taeniacanthus singularis,Cyclopoida,Taeniacanthidae,Halieutaea fumosa,Lophiiformes,Ogcocephalidae,Halieutaea,other,0,0,1,demersal,NA,NA,220,NA,14,SL,Actinopteri,short and / or deep
Anchistrotos tangi,Cyclopoida,Taeniacanthidae,Tenualosa ilisha,Clupeiformes,Clupeidae,Tenualosa,fusiform / normal,1,1,1,pelagic-neritic,anadromous,NA,200,5,60,SL,Actinopteri,fusiform / normal
Biacanthus pleuronichthydis,Cyclopoida,Taeniacanthidae,Pleuronichthys cornutus,Pleuronectiformes,Pleuronectidae,Pleuronichthys,short and / or deep,0,0,1,demersal,NA,2,170,NA,30,SL,Actinopteri,short and / or deep
Biacanthus pleuronichthydis,Cyclopoida,Taeniacanthidae,Verasper variegatus,Pleuronectiformes,Pleuronectidae,Verasper,short and / or deep,0,0,1,demersal,NA,NA,149,NA,60,SL,Actinopteri,short and / or deep
Biacanthus pleuronichthydis,Cyclopoida,Taeniacanthidae,Pseudorhombus cinnamoneus,Pleuronectiformes,Paralichthyidae,Pseudorhombus,short and / or deep,0,0,1,demersal,NA,20,164,5,35,SL,Actinopteri,short and / or deep
Biacanthus pleuronichthydis,Cyclopoida,Taeniacanthidae,Pseudopleuronectes yokohamae,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,short and / or deep,0,0,1,demersal,NA,NA,NA,NA,45,SL,Actinopteri,short and / or deep
Anchistrotos kojimensis,Cyclopoida,Taeniacanthidae,Acanthogobius hasta,Gobiiformes,Gobiidae,Acanthogobius,elongated,1,1,1,demersal,amphidromous,NA,NA,1,50,TL,Actinopteri,elongated
Anchistrotos kojimensis,Cyclopoida,Taeniacanthidae,Acanthogobius flavimanus,Gobiiformes,Gobiidae,Acanthogobius,elongated,1,1,1,demersal,amphidromous,1,6,NA,30,TL,Actinopteri,elongated
Taeniacanthus larsonae,Cyclopoida,Taeniacanthidae,Tetrosomus concatenatus,Tetraodontiformes,Ostraciidae,Tetrosomus,short and / or deep,0,0,1,reef-associated,NA,NA,60,NA,30,TL,Actinopteri,short and / or deep
Taeniacanthus thackerae,Cyclopoida,Taeniacanthidae,Kentrocapros aculeatus,Tetraodontiformes,Aracanidae,Kentrocapros,short and / or deep,0,0,1,benthopelagic,NA,100,200,NA,13,SL,Actinopteri,short and / or deep
Taeniacanthus thackerae,Cyclopoida,Taeniacanthidae,Lactoria cornuta,Tetraodontiformes,Ostraciidae,Lactoria,short and / or deep,0,1,1,reef-associated,non-migratory,1,100,NA,46,TL,Actinopteri,short and / or deep
Taeniacanthus thackerae,Cyclopoida,Taeniacanthidae,Ostracion immaculatum,Tetraodontiformes,Ostraciidae,Ostracion,short and / or deep,0,0,1,demersal,NA,NA,NA,NA,25,SL,Actinopteri,short and / or deep
Taeniacanthus kiemae,Cyclopoida,Taeniacanthidae,Marilyna meraukensis,Tetraodontiformes,Tetraodontidae,Marilyna,short and / or deep,0,1,0,demersal,NA,NA,NA,NA,19,SL,Actinopteri,short and / or deep
Taeniacanthus kiemae,Cyclopoida,Taeniacanthidae,Marilyna darwinii,Tetraodontiformes,Tetraodontidae,Marilyna,short and / or deep,0,1,1,demersal,NA,NA,NA,NA,9.5,SL,Actinopteri,short and / or deep
Cirracanthus longus,Cyclopoida,Taeniacanthidae,Halieutaea fitzsimonsi,Lophiiformes,Ogcocephalidae,Halieutaea,short and / or deep,0,0,1,demersal,NA,20,120,NA,30,TL,Actinopteri,short and / or deep
Cirracanthus longus,Cyclopoida,Taeniacanthidae,Halieutaea stellata,Lophiiformes,Ogcocephalidae,Halieutaea,other,0,0,1,demersal,NA,50,400,NA,30,TL,Actinopteri,short and / or deep
Taeniacanthus brayae,Cyclopoida,Taeniacanthidae,Pervagor melanocephalus,Tetraodontiformes,Monacanthidae,Pervagor,short and / or deep,0,0,1,reef-associated,NA,20,40,NA,16,TL,Actinopteri,short and / or deep
Taeniacanthus mcgroutheri,Cyclopoida,Taeniacanthidae,Monacanthus chinensis,Tetraodontiformes,Monacanthidae,Monacanthus,short and / or deep,0,0,1,reef-associated,NA,5,50,NA,38,TL,Actinopteri,short and / or deep
Taeniacanthus mcgroutheri,Cyclopoida,Taeniacanthidae,Paramonacanthus choirocephalus,Tetraodontiformes,Monacanthidae,Paramonacanthus,short and / or deep,0,0,1,demersal,NA,3,25,NA,11,SL,Actinopteri,short and / or deep
Pseudotaeniacanthus dentiferus,Cyclopoida,Taeniacanthidae,Gymnothorax favagineus,Anguilliformes,Muraenidae,Gymnothorax,eel-like,0,1,1,reef-associated,NA,1,50,NA,300,TL,Actinopteri,eel-like
Pseudotaeniacanthus similis,Cyclopoida,Taeniacanthidae,Gymnothorax favagineus,Anguilliformes,Muraenidae,Gymnothorax,eel-like,0,1,1,reef-associated,NA,1,50,NA,300,TL,Actinopteri,eel-like
Pseudotaeniacanthus conspicuus,Cyclopoida,Taeniacanthidae,Gymnothorax favagineus,Anguilliformes,Muraenidae,Gymnothorax,eel-like,0,1,1,reef-associated,NA,1,50,NA,300,TL,Actinopteri,eel-like
Caudacanthus narcini,Cyclopoida,Taeniacanthidae,Narcine timlei,Torpediniformes,Narcinidae,Narcine,other,0,0,1,demersal,NA,NA,NA,NA,38,TL,Elasmobranchii,other
Pseudotaeniacanthus congeri,Cyclopoida,Taeniacanthidae,Conger myriaster,Anguilliformes,Congridae,Conger,eel-like,0,0,1,bathydemersal,oceanodromous,320,830,8,100,TL,Actinopteri,eel-like
Scolecicara humesi,Cyclopoida,Taeniacanthidae,Porichthys porosissimus,Batrachoidiformes,Batrachoididae,Porichthys,elongated,0,0,1,demersal,NA,30,200,NA,34,TL,Actinopteri,elongated
Taeniacanthodes gracilis,Cyclopoida,Taeniacanthidae,Paralichthys squamilentus,Pleuronectiformes,Paralichthyidae,Paralichthys,short and / or deep,0,0,1,demersal,NA,1,230,NA,46,TL,Actinopteri,short and / or deep
Taeniacanthodes gracilis,Cyclopoida,Taeniacanthidae,Paralichthys dentatus,Pleuronectiformes,Paralichthyidae,Paralichthys,short and / or deep,0,1,1,demersal,oceanodromous,10,183,9,94,TL,Actinopteri,short and / or deep
Taeniacanthodes gracilis,Cyclopoida,Taeniacanthidae,Citharichthys spilopterus,Pleuronectiformes,Paralichthyidae,Citharichthys,short and / or deep,1,1,1,demersal,NA,0,75,NA,21,TL,Actinopteri,NA
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Paralichthys californicus,Pleuronectiformes,Paralichthyidae,Paralichthys,short and / or deep,0,1,1,demersal,oceanodromous,0,183,30,152,TL,Actinopteri,short and / or deep
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Engraulis mordax,Clupeiformes,Engraulidae,Engraulis,elongated,0,0,1,pelagic-neritic,NA,0,310,7,24.79999924,SL,Actinopteri,elongated
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Genyonemus lineatus,Eupercaria incertae sedis,Sciaenidae,Genyonemus,fusiform / normal,0,0,1,benthopelagic,NA,NA,183,15,41,TL,Actinopteri,fusiform / normal
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Hippoglossina stomata,Pleuronectiformes,Paralichthyidae,Hippoglossina,fusiform / normal,0,0,1,demersal,NA,30,137,NA,40,TL,Actinopteri,short and / or deep
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Parophrys vetulus,Pleuronectiformes,Pleuronectidae,Parophrys,short and / or deep,0,0,1,demersal,oceanodromous,0,550,22,49,TL,Actinopteri,short and / or deep
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Pleuronichthys verticalis,Pleuronectiformes,Pleuronectidae,Pleuronichthys,short and / or deep,0,0,1,demersal,NA,9,200,NA,37,TL,Actinopteri,short and / or deep
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Symphurus atricauda,Pleuronectiformes,Cynoglossidae,Symphurus,short and / or deep,0,0,1,demersal,NA,2,201,NA,21,TL,Actinopteri,short and / or deep
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Citharichthys stigmaeus,Pleuronectiformes,Paralichthyidae,Citharichthys,short and / or deep,0,0,1,demersal,NA,NA,549,NA,17,TL,Actinopteri,NA
Taeniacanthodes haakeri,Cyclopoida,Taeniacanthidae,Citharichthys xanthostigma,Pleuronectiformes,Paralichthyidae,Citharichthys,short and / or deep,0,0,1,demersal,NA,2,201,NA,25,TL,Actinopteri,NA
Taeniacanthus acanthocepolae,Cyclopoida,Taeniacanthidae,Acanthocepola limbata,Eupercaria incertae sedis,Cepolidae,Acanthocepola,elongated,0,0,1,demersal,NA,80,100,NA,50,TL,Actinopteri,elongated
Taeniacanthus aluteri,Cyclopoida,Taeniacanthidae,Abalistes stellaris,Tetraodontiformes,Balistidae,Abalistes,short and / or deep,0,0,1,demersal,amphidromous,40,100,NA,60,TL,Actinopteri,short and / or deep
Taeniacanthus anguillaris,Cyclopoida,Taeniacanthidae,Plotosus lineatus,Siluriformes,Plotosidae,Plotosus,fusiform / normal,0,1,1,reef-associated,amphidromous,1,60,7,32,TL,Actinopteri,elongated
Taeniacanthus carchariae,Cyclopoida,Taeniacanthidae,Lagocephalus laevigatus,Tetraodontiformes,Tetraodontidae,Lagocephalus,fusiform / normal,0,1,1,pelagic-neritic,NA,10,180,NA,100,TL,Actinopteri,short and / or deep
Taeniacanthus comparatus,Cyclopoida,Taeniacanthidae,Cirripectes quagga,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,19,NA,10,TL,Actinopteri,elongated
Taeniacanthus dentatus,Cyclopoida,Taeniacanthidae,Bembrops caudimacula,Perciformes,Percophidae,Bembrops,elongated,0,0,1,bathydemersal,NA,186,500,NA,24.10000038,TL,Actinopteri,elongated
Taeniacanthus digitatus,Cyclopoida,Taeniacanthidae,Cirripectes perustus,Blenniiformes,Blenniidae,Cirripectes,fusiform / normal,0,0,1,reef-associated,NA,0,25,NA,8.199999809,SL,Actinopteri,elongated
Taeniacanthus fugu,Cyclopoida,Taeniacanthidae,Takifugu xanthopterus,Tetraodontiformes,Tetraodontidae,Takifugu,short and / or deep,0,0,1,demersal,NA,NA,NA,NA,50,SL,Actinopteri,short and / or deep
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes castaneus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,1,1,reef-associated,NA,0,32,NA,9.199999809,SL,Actinopteri,elongated
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes auritus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,20,NA,7.099999905,SL,Actinopteri,elongated
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes filamentosus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,20,NA,7.5,SL,Actinopteri,elongated
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes quagga,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,19,NA,10,TL,Actinopteri,elongated
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes variolosus,Blenniiformes,Blenniidae,Cirripectes,fusiform / normal,0,0,1,reef-associated,NA,0,31,NA,8.899999619,SL,Actinopteri,elongated
Taeniacanthus glomerosus,Cyclopoida,Taeniacanthidae,Cirripectes stigmaticus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,20,NA,10,SL,Actinopteri,elongated
Taeniacanthus kitamakura,Cyclopoida,Taeniacanthidae,Canthigaster rivulata,Tetraodontiformes,Tetraodontidae,Canthigaster,short and / or deep,0,0,1,reef-associated,NA,0,350,NA,18,TL,Actinopteri,short and / or deep
Taeniacanthus lagocephali,Cyclopoida,Taeniacanthidae,Lagocephalus laevigatus,Tetraodontiformes,Tetraodontidae,Lagocephalus,fusiform / normal,0,1,1,pelagic-neritic,NA,10,180,NA,100,TL,Actinopteri,short and / or deep
Taeniacanthus lagocephali,Cyclopoida,Taeniacanthidae,Lagocephalus gloveri,Tetraodontiformes,Tetraodontidae,Lagocephalus,short and / or deep,0,0,1,demersal,NA,NA,NA,NA,35,SL,Actinopteri,short and / or deep
Taeniacanthus lagocephali,Cyclopoida,Taeniacanthidae,Lagocephalus spadiceus,Tetraodontiformes,Tetraodontidae,Lagocephalus,short and / or deep,0,1,1,demersal,oceanodromous,NA,NA,NA,37.40000153,TL,Actinopteri,short and / or deep
Taeniacanthus lagocephali,Cyclopoida,Taeniacanthidae,Lagocephalus inermis,Tetraodontiformes,Tetraodontidae,Lagocephalus,short and / or deep,0,0,1,demersal,NA,10,200,NA,90,SL,Actinopteri,short and / or deep
Taeniacanthus longicervis,Cyclopoida,Taeniacanthidae,Saurida elongata,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,demersal,NA,20,100,7,50,SL,Actinopteri,elongated
Taeniacanthus longicervis,Cyclopoida,Taeniacanthidae,Saurida undosquamis,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,reef-associated,amphidromous,1,350,7,50,SL,Actinopteri,elongated
Taeniacanthus miles,Cyclopoida,Taeniacanthidae,Scorpaenopsis diabolus,Perciformes,Scorpaenidae,Scorpaenopsis,fusiform / normal,0,0,1,reef-associated,NA,1,70,NA,30,TL,Actinopteri,fusiform / normal
Taeniacanthus miles,Cyclopoida,Taeniacanthidae,Pterois miles,Perciformes,Scorpaenidae,Pterois,fusiform / normal,0,0,1,reef-associated,NA,0,85,NA,35,SL,Actinopteri,fusiform / normal
Taeniacanthus moa,Cyclopoida,Taeniacanthidae,Ostracion meleagris,Tetraodontiformes,Ostraciidae,Ostracion,short and / or deep,0,0,1,reef-associated,NA,1,30,NA,25,TL,Actinopteri,short and / or deep
Taeniacanthus nudicauda,Cyclopoida,Taeniacanthidae,Cirripectes alboapicalis,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,10,NA,15.5,NG,Actinopteri,elongated
Taeniacanthus occidentalis,Cyclopoida,Taeniacanthidae,Aluterus heudelotii,Tetraodontiformes,Monacanthidae,Aluterus,short and / or deep,0,0,1,demersal,NA,3,2000,NA,45,TL,Actinopteri,short and / or deep
Taeniacanthus occidentalis,Cyclopoida,Taeniacanthidae,Aluterus schoepfii,Tetraodontiformes,Monacanthidae,Aluterus,short and / or deep,0,0,1,reef-associated,NA,3,900,NA,61,TL,Actinopteri,short and / or deep
Taeniacanthus ostracionis,Cyclopoida,Taeniacanthidae,Tetrosomus gibbosus,Tetraodontiformes,Ostraciidae,Tetrosomus,short and / or deep,0,0,1,reef-associated,NA,37,110,NA,30,TL,Actinopteri,short and / or deep
Taeniacanthus ostracionis,Cyclopoida,Taeniacanthidae,Lactoria cornuta,Tetraodontiformes,Ostraciidae,Lactoria,short and / or deep,0,1,1,reef-associated,non-migratory,1,100,NA,46,TL,Actinopteri,short and / or deep
Taeniacanthus papulosus,Cyclopoida,Taeniacanthidae,Exallias brevis,Blenniiformes,Blenniidae,Exallias,short and / or deep,0,0,1,reef-associated,NA,3,20,NA,14.5,TL,Actinopteri,elongated
Taeniacanthus pollicaris,Cyclopoida,Taeniacanthidae,Cirripectes filamentosus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,20,NA,7.5,SL,Actinopteri,elongated
Taeniacanthus pollicaris,Cyclopoida,Taeniacanthidae,Cirripectes fuscoguttatus,Blenniiformes,Blenniidae,Cirripectes,fusiform / normal,0,0,1,reef-associated,NA,0,8,NA,10.60000038,SL,Actinopteri,elongated
Taeniacanthus pollicaris,Cyclopoida,Taeniacanthidae,Cirripectes chelomatus,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,16,NA,9.399999619,SL,Actinopteri,elongated
Taeniacanthus pollicaris,Cyclopoida,Taeniacanthidae,Cirripectes polyzona,Blenniiformes,Blenniidae,Cirripectes,elongated,0,0,1,reef-associated,NA,0,20,NA,13,TL,Actinopteri,elongated
Taeniacanthus pteroisi,Cyclopoida,Taeniacanthidae,Pterois volitans,Perciformes,Scorpaenidae,Pterois,fusiform / normal,0,0,1,reef-associated,NA,2,55,10,45.70000076,TL,Actinopteri,fusiform / normal
Taeniacanthus pteroisi,Cyclopoida,Taeniacanthidae,Pterois antennata,Perciformes,Scorpaenidae,Pterois,fusiform / normal,0,0,1,reef-associated,NA,2,86,NA,20,TL,Actinopteri,fusiform / normal
Taeniacanthus sauridae,Cyclopoida,Taeniacanthidae,Saurida elongata,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,demersal,NA,20,100,7,50,SL,Actinopteri,elongated
Taeniacanthus sauridae,Cyclopoida,Taeniacanthidae,Saurida undosquamis,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,reef-associated,amphidromous,1,350,7,50,SL,Actinopteri,elongated
Taeniacanthus sauridae,Cyclopoida,Taeniacanthidae,Saurida gracilis,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,reef-associated,NA,0,135,NA,32,SL,Actinopteri,elongated
Taeniacanthus sauridae,Cyclopoida,Taeniacanthidae,Saurida longimanus,Aulopiformes,Synodontidae,Saurida,elongated,0,0,1,demersal,NA,50,280,NA,25,TL,Actinopteri,elongated
Taeniacanthus sebastichthydis,Cyclopoida,Taeniacanthidae,Sebastes inermis,Perciformes,Sebastidae,Sebastes,short and / or deep,0,0,1,demersal,oceanodromous,NA,NA,NA,35.90000153,TL,Actinopteri,fusiform / normal
Taeniacanthus sebastichthydis,Cyclopoida,Taeniacanthidae,Sebastes hubbsi,Perciformes,Sebastidae,Sebastes,fusiform / normal,0,0,1,demersal,NA,NA,NA,NA,15.60000038,SL,Actinopteri,fusiform / normal
Taeniacanthus sebastichthydis,Cyclopoida,Taeniacanthidae,Sebastiscus marmoratus,Perciformes,Sebastidae,Sebastiscus,fusiform / normal,0,0,1,demersal,oceanodromous,NA,NA,NA,36.20000076,TL,Actinopteri,fusiform / normal
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Eubalichthys caeruleoguttatus,Tetraodontiformes,Monacanthidae,Eubalichthys,short and / or deep,0,0,1,demersal,NA,22,82,NA,38,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Aluterus monoceros,Tetraodontiformes,Monacanthidae,Aluterus,short and / or deep,0,0,1,reef-associated,NA,1,80,NA,76.19999695,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Anacanthus barbatus,Tetraodontiformes,Monacanthidae,Anacanthus,elongated,0,1,1,reef-associated,NA,2,20,NA,35,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Cantherhines pardalis,Tetraodontiformes,Monacanthidae,Cantherhines,short and / or deep,0,0,1,reef-associated,NA,2,20,NA,25,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Cantheschenia longipinnis,Tetraodontiformes,Monacanthidae,Cantheschenia,NA,0,0,1,demersal,NA,NA,NA,NA,14.5,SL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Caprichthys gymnura,Tetraodontiformes,Aracanidae,Caprichthys,short and / or deep,0,0,1,demersal,NA,40,200,NA,11,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Meuschenia freycineti,Tetraodontiformes,Monacanthidae,Meuschenia,short and / or deep,0,0,1,demersal,NA,1,100,NA,60,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Meuschenia galii,Tetraodontiformes,Monacanthidae,Meuschenia,short and / or deep,0,0,1,reef-associated,NA,NA,40,NA,34,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Meuschenia hippocrepis,Tetraodontiformes,Monacanthidae,Meuschenia,short and / or deep,0,0,1,demersal,NA,NA,120,NA,51,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Meuschenia trachylepis,Tetraodontiformes,Monacanthidae,Meuschenia,short and / or deep,0,0,1,reef-associated,NA,10,40,NA,40,TL,Actinopteri,short and / or deep
Taeniacanthus similis,Cyclopoida,Taeniacanthidae,Paraluteres prionurus,Tetraodontiformes,Monacanthidae,Paraluteres,short and / or deep,0,0,1,reef-associated,non-migratory,1,25,NA,11,TL,Actinopteri,short and / or deep
